review_text,rating,actual_sentiment,predicted_lr,predicted_nb
"I received this order, one Frigidaire 134503600 Drum Belt for Dryer and it appears to be a fair dryer belt.  I am thrilled with the quality and size.",4.0,Positive,Positive,Positive
"This Frigidaire 134515300 Bellows Kit is pricy for a piece of molded rubber, that will probably do the same failure in the future.  The old bellows is moldy and needs to be replaced.  It is odd that a design failure needs to be compensated for by the owners of their product.  These should be a recall item and replaced for free.  I have purchased my last product from this manufacturer and won't buy another front load washer again. Poor design and overpriced!<br />Update:  After installing I realized I was a little harsh on my assessment of this product.  I now have given it another star.  Hard to install and still overpriced.  My hands are still sore from placing this into the correct position for the inner spring held retainer cable to hold it on correctly, which is intensive in it's secure positioning.  I'll remember the effort for a good long while.  Three stars now.",3.0,Neutral,Negative,Negative
Great product could not be happier. Easy to use and clean. Noise level is almost zero. Superior rush shipping at Christmas.,5.0,Positive,Positive,Positive
Filter works great.,4.0,Positive,Positive,Positive
Could not find in local big box stores.  Thanks Amazon.  Who knew these should be replaced every 6 months as a safety measures especially in a vent that receives a lot of cooking oil.,5.0,Positive,Positive,Positive
"Will this hold 33 pounds of wet clothes?  Probably so - but you'd have to run it constantly for a week or so.  If clothes touch eachother, they don't dry.  Other than that, it was easy to set up BUT:  The remote didn't work.  At all.  To turn on, plug in ( cord is pretty short, a real pain), to turn off, unplug.  After that, push the button on the motor (because no remote), let it run for 60 minutes (because no 240 minute choice) and then turn it on again ... and again....  And that is all the choice you have.  So, you say, broken, contact them.  Well yes, I did, multiple times.  They finally sent out a new motor and remote.  The ONLY difference between the first and the second is that the second seems to run slower and cooler, so takes even longer to dry.  I'm putting the first one back in, but now it's almost winter, with low humidity, I'll just hang things inside - they'll dry just as fast, and for free.  (I may be a bit paranoid, but this does come from China, and it does cross my mind that they may be reacting to our adorable president, and sending out factory rejects.)",1.0,Negative,Negative,Negative
"does what its supposed to! havce it at the office, people using it a lot. Even thou you can just grab scissors, i noticed no one at the office really doing that (guessing lazy?) - but this takes that even slightest minimal effort away. I see a buncha cut empty kcups in recycling now.",5.0,Positive,Positive,Positive
It was easy to install and worked amazingly well. I used the dryer three full loads per week and each with 70 minutes drying time. That's alot of heating hours. The one I bought in October 2017 just quit heating up fully. There's nothing visually wrong upon inspection when disconnecting the item from the dryer. Good thing I bought an extra just in case the first one failed and I have a replacement handy.<br /><br />I'm okay with the purchase but I wish it could have lasted longer like the original item from the manufacturer.  Would I recommend it? Yes. Absolutely but I advise people to buy two and not wait for it fail to buy another one.,5.0,Positive,Positive,Negative
"The main difference between this filter and the OEM and more expensive replacements is that this does not filter out heavy metals like lead.  My thinking is that if there is lead in my water supply then that is a much bigger problem than a fridge filter can fix!  I only use the fridge water for drinking water, and if I am using a small glass.  If I am taking a big cup outside, drinking from my bathroom cup after brushing my teeth, or when I am cooking I use tap water, so if there was lead in my water supply this would hardly keep my family safe.<br /><br />We have very high quality public water here in Phoenix, they test and report often.  So unless I want to use water from the fridge filter for everything then a lead filter is, in my opinion, not neccessary.<br /><br />My $0.02 and probably just about worth each penny!",5.0,Positive,Positive,Positive
Motor stopped running after 2 1/2 years,1.0,Negative,Positive,Positive
"This is maker works well. It makes ice quickly. I and the type of person that prefers sonic or Frisch’s ice, and this ice is soft like that. The only downside of this maker is that it does not keep the ice cold for very long. So once it’s made you need to get it into the freezer quickly or use it quickly.",4.0,Positive,Positive,Positive
Works well with our humidifier in our nursery.,5.0,Positive,Positive,Positive
